"x" "densidad"
"1" 10 3.60991355258124e-09
"2" 48.8461538461539 7.97589175281890e-09
"3" 87.6923076923077 1.67204292445565e-08
"4" 126.538461538462 3.33720150841183e-08
"5" 165.384615384615 6.36168791490652e-08
"6" 204.230769230769 1.16176387948449e-07
"7" 243.076923076923 2.03815627581449e-07
"8" 281.923076923077 3.44407456602093e-07
"9" 320.769230769231 5.61942565288518e-07
"10" 359.615384615385 8.87352983991126e-07
"11" 398.461538461539 1.35901059096828e-06
"12" 437.307692307692 2.02277704117642e-06
"13" 476.153846153846 2.93151670900919e-06
"14" 515 4.14403522177341e-06
"15" 553.846153846154 5.72346543419492e-06
"16" 592.692307692308 7.73518134931805e-06
"17" 631.538461538462 1.02443700602655e-05
"18" 670.384615384615 1.33134257868394e-05
"19" 709.230769230769 1.69993449585445e-05
"20" 748.076923076923 2.13512966720811e-05
"21" 786.923076923077 2.64085211343315e-05
"22" 825.769230769231 3.21986742737091e-05
"23" 864.615384615385 3.8736694928807e-05
"24" 903.461538461539 4.60242273045087e-05
"25" 942.307692307692 5.40495904119235e-05
"26" 981.153846153846 6.27882514898222e-05
"27" 1020 7.22037340854412e-05
"28" 1058.84615384615 8.22488743785337e-05
"29" 1097.69230769231 9.2867331186818e-05
"30" 1136.53846153846 0.000103995254810004
"31" 1175.38461538462 0.000115563025881525
"32" 1214.23076923077 0.000127496985929898
"33" 1253.07692307692 0.000139721094663086
"34" 1291.92307692308 0.000152158463527991
"35" 1330.76923076923 0.000164732729595978
"36" 1369.61538461538 0.0001773692473386
"37" 1408.46153846154 0.000189996087753377
"38" 1447.30769230769 0.000202544844226963
"39" 1486.15384615385 0.000214951252359152
"40" 1525 0.000227155636768467
"41" 1563.84615384615 0.000239103201829022
"42" 1602.69230769231 0.000250744185593765
"43" 1641.53846153846 0.000262033897118917
"44" 1680.38461538462 0.000272932657301738
"45" 1719.23076923077 0.00028340566244642
"46" 1758.07692307692 0.000293422788320417
"47" 1796.92307692308 0.000302958350659902
"48" 1835.76923076923 0.000311990836095971
"49" 1874.61538461538 0.00032050261543296
"50" 1913.46153846154 0.000328479649215391
"51" 1952.30769230769 0.000335911193639215
"52" 1991.15384615385 0.000342789513141622
"53" 2030 0.000349109604467358
"54" 2068.84615384615 0.00035486893566892
"55" 2107.69230769231 0.000360067202353105
"56" 2146.53846153846 0.000364706102528428
"57" 2185.38461538462 0.000368789130624227
"58" 2224.23076923077 0.000372321390625638
"59" 2263.07692307692 0.000375309427781617
"60" 2301.92307692308 0.000377761077977442
"61" 2340.76923076923 0.000379685333601086
"62" 2379.61538461538 0.000381092224557948
"63" 2418.46153846154 0.000381992712985534
"64" 2457.30769230769 0.000382398600175759
"65" 2496.15384615385 0.000382322444214986
"66" 2535 0.000381777486891337
"67" 2573.84615384615 0.000380777588485916
"68" 2612.69230769231 0.000379337169152218
"69" 2651.53846153846 0.000377471155690059
"70" 2690.38461538462 0.000375194932631688
"71" 2729.23076923077 0.000372524296674261
"72" 2768.07692307692 0.000369475413611238
"73" 2806.92307692308 0.000366064777032757
"74" 2845.76923076923 0.000362309168179708
"75" 2884.61538461538 0.000358225616446152
"76" 2923.46153846154 0.000353831360129037
"77" 2962.30769230769 0.00034914380712149
"78" 3001.15384615385 0.00034418049533606
"79" 3040 0.000338959052726283
"80" 3078.84615384615 0.000333497156848991
"81" 3117.69230769231 0.000327812493975316
"82" 3156.53846153846 0.000321922717815755
"83" 3195.38461538462 0.000315845407973694
"84" 3234.23076923077 0.000309598028282917
"85" 3273.07692307692 0.000303197885217958
"86" 3311.92307692308 0.000296662086591911
"87" 3350.76923076923 0.000290007500775241
"88" 3389.61538461538 0.00028325071668113
"89" 3428.46153846154 0.00027640800476894
"90" 3467.30769230769 0.000269495279317544
"91" 3506.15384615385 0.00026252806221541
"92" 3545 0.000255521448504683
"93" 3583.84615384615 0.000248490073902906
"94" 3622.69230769231 0.000241448084508799
"95" 3661.53846153846 0.00023440910887836
"96" 3700.38461538462 0.000227386232634948
"97" 3739.23076923077 0.000220391975752536
"98" 3778.07692307692 0.000213438272625493
"99" 3816.92307692308 0.000206536455011505
"100" 3855.76923076923 0.000199697237907169
"101" 3894.61538461538 0.000192930708388733
"102" 3933.46153846154 0.000186246317423786
"103" 3972.30769230769 0.000179652874633977
"104" 4011.15384615385 0.000173158545964092
"105" 4050 0.000166770854189671
"106" 4088.84615384615 0.000160496682173674
"107" 4127.69230769231 0.00015434227876309
"108" 4166.53846153846 0.000148313267198645
"109" 4205.38461538462 0.000142414655895242
"110" 4244.23076923077 0.000136650851437423
"111" 4283.07692307692 0.000131025673623082
"112" 4321.92307692308 0.000125542372379832
"113" 4360.76923076923 0.000120203646371811
"114" 4399.61538461538 0.000115011663110315
"115" 4438.46153846154 0.000109968080379286
"116" 4477.30769230769 0.000105074068786285
"117" 4516.15384615385 0.00010033033525112
"118" 4555 9.57371472473982e-05
"119" 4593.84615384615 9.12943576170973e-05
"120" 4632.69230769231 8.70014297842956e-05
"121" 4671.53846153846 8.28574632016247e-05
"122" 4710.38461538462 7.88612188713566e-05
"123" 4749.23076923077 7.50111447923558e-05
"124" 4788.07692307692 7.13054011941147e-05
"125" 4826.92307692308 6.77418854296365e-05
"126" 4865.76923076923 6.43182564098954e-05
"127" 4904.61538461538 6.10319584737741e-05
"128" 4943.46153846154 5.7880244598699e-05
"129" 4982.30769230769 5.48601988684704e-05
"130" 5021.15384615385 5.19687581259374e-05
"131" 5060 4.92027327490754e-05
"132" 5098.84615384615 4.65588264996102e-05
"133" 5137.69230769231 4.40336554034973e-05
"134" 5176.53846153846 4.16237656322648e-05
"135" 5215.38461538462 3.9325650363383e-05
"136" 5254.23076923077 3.71357656064118e-05
"137" 5293.07692307692 3.50505449896487e-05
"138" 5331.92307692308 3.30664135093403e-05
"139" 5370.76923076923 3.11798002502158e-05
"140" 5409.61538461538 2.93871500921403e-05
"141" 5448.46153846154 2.76849344230814e-05
"142" 5487.30769230769 2.60696608833357e-05
"143" 5526.15384615385 2.45378821700927e-05
"144" 5565 2.30862039349424e-05
"145" 5603.84615384615 2.17112918098853e-05
"146" 5642.69230769231 2.04098775998078e-05
"147" 5681.53846153846 1.91787646812739e-05
"148" 5720.38461538462 1.80148326488927e-05
"149" 5759.23076923077 1.69150412514794e-05
"150" 5798.07692307692 1.58764336607804e-05
"151" 5836.92307692308 1.48961391157094e-05
"152" 5875.76923076923 1.39713749848837e-05
"153" 5914.61538461539 1.30994482897898e-05
