"x" "F"
"1" 179.555210517101 0.00720757172325
"2" 191.657717243916 0.00801163553913475
"3" 218.763971134596 0.0100015437257098
"4" 232.622527184029 0.0111330790535846
"5" 233.091851661613 0.011216659274015
"6" 263.851193988441 0.0138970105118221
"7" 275.739125386137 0.0150657532543314
"8" 281.585894611354 0.0156705600412354
"9" 286.30554059246 0.0161867882392356
"10" 287.43008820127 0.0162900422899257
"11" 314.151072347232 0.0192615318692367
"12" 322.235443948139 0.0202006068349996
"13" 341.663097243733 0.0225391583816484
"14" 346.309730417342 0.0231810949060716
"15" 350.780460952721 0.0236989694828762
"16" 380.107711744499 0.0278258770946734
"17" 392.194916343428 0.0295873548904347
"18" 403.420130717561 0.0312583067430263
"19" 417.936669373067 0.0334653574154419
"20" 424.28446503774 0.0345987026286355
"21" 446.457374233095 0.0383142843428699
"22" 450.327049447346 0.0390165770477611
"23" 453.120195624569 0.039543289296531
"24" 459.217597779059 0.0406144059557508
"25" 472.329643510897 0.0429847589167034
"26" 525.353983030528 0.0534636669005429
"27" 540.606499211423 0.0566609359585245
"28" 542.81446209733 0.0570941762579376
"29" 553.87972977549 0.0595099433410167
"30" 567.539798443023 0.0626684573701824
"31" 569.836976749472 0.0631244596994394
"32" 574.406298482932 0.0642810450157002
"33" 576.662487258716 0.0647456326231949
"34" 591.041585103406 0.0682841861937453
"35" 611.201370220595 0.0731574247348845
"36" 620.052777555467 0.0754010380706022
"37" 621.974118612807 0.0756528723452553
"38" 643.727456880669 0.0812931411536656
"39" 668.385678375678 0.0879523136915274
"40" 675.144044143531 0.0898557428979484
"41" 675.549498808876 0.0898557428979484
"42" 680.699697349984 0.0912329614511089
"43" 694.14906343229 0.0951253165545298
"44" 706.675726551306 0.0985317535863132
"45" 709.463129451824 0.0993929533950512
"46" 716.493260335235 0.101409317488301
"47" 717.071641706875 0.101700570909221
"48" 720.849288812545 0.102572550499579
"49" 731.325932329286 0.105798756448334
"50" 736.081489727695 0.107281501182729
"51" 751.831675575517 0.111781689254464
"52" 758.522888426359 0.113903484992963
"53" 763.314203557109 0.115432339394355
"54" 770.567124106153 0.117591482230836
"55" 777.792893650918 0.119756520901087
"56" 780.217196657275 0.120699476557108
"57" 782.219625198157 0.121326509429955
"58" 792.795049426682 0.124474925346296
"59" 792.938166006937 0.124474925346296
"60" 802.886499663984 0.127655837971614
"61" 812.020693134016 0.130869278951608
"62" 822.375236787572 0.134115288312375
"63" 824.945413477558 0.134772889961545
"64" 826.358273439701 0.135429191574487
"65" 832.632569563489 0.137390182226961
"66" 842.457535728477 0.140701283745155
"67" 846.263576026286 0.142036244955542
"68" 868.615099923171 0.149438435428218
"69" 869.394940749052 0.149781435873049
"70" 872.374033796651 0.150808387377486
"71" 876.646647321199 0.152172796566394
"72" 891.303427576595 0.157325933950513
"73" 894.253346118599 0.158371133262557
"74" 896.060330743849 0.159068662283708
"75" 903.196259906625 0.161499061563804
"76" 905.340510843238 0.162201603889391
"77" 911.184164835424 0.16431200400412
"78" 912.05727673163 0.164662505710668
"79" 914.040461622635 0.165362456001798
"80" 914.348614205382 0.165362456001798
"81" 919.440381467314 0.167125001124369
"82" 922.158688921164 0.168189612650183
"83" 927.483376857777 0.169956803497501
"84" 930.598981412028 0.171024224554016
"85" 936.941277676479 0.173172172455601
"86" 938.56622112014 0.173885250151452
"87" 945.750686591518 0.176396443348302
"88" 945.96275166108 0.176396443348302
"89" 947.017194905501 0.177118319955887
"90" 948.014113078982 0.17747870285311
"91" 948.107247075226 0.17747870285311
"92" 951.369468136974 0.178557666416055
"93" 952.39765921001 0.178916603772121
"94" 960.968024576742 0.18181706221943
"95" 969.998441337172 0.185085201942196
"96" 972.190120002372 0.186187170140883
"97" 980.432079566092 0.189109577043081
"98" 982.735331473303 0.189848054977331
"99" 990.804013742984 0.192802630520958
"100" 994.065037189067 0.194271001984353
"101" 998.145732674651 0.195760483709947
"102" 1002.97967043126 0.197247925014922
"103" 1005.07373725955 0.198359517306701
"104" 1008.29729348798 0.199471673231897
"105" 1012.43277396026 0.200975124467186
"106" 1014.48297741176 0.201724637860498
"107" 1016.21041092548 0.202472661505939
"108" 1043.38386407031 0.212648643683687
"109" 1043.9320291474 0.212648643683687
"110" 1046.56389833144 0.213783915559308
"111" 1048.39913862746 0.214538856037278
"112" 1054.54815720824 0.216829795942804
"113" 1058.43260297502 0.218357278945807
"114" 1059.27041368411 0.218738189845642
"115" 1064.86023909284 0.220637009659622
"116" 1067.82263536497 0.22179131100902
"117" 1074.84911892739 0.224480445903638
"118" 1075.26361939635 0.22486306821465
"119" 1078.03308960573 0.22600863058512
"120" 1085.59303613046 0.228719243180888
"121" 1103.78496932586 0.235687416977427
"122" 1104.19752891086 0.236074564883825
"123" 1108.45795721604 0.237619326913954
"124" 1108.71928279657 0.237619326913954
"125" 1109.99201467535 0.238008508590161
"126" 1112.44778733713 0.23918554835838
"127" 1119.34417903537 0.241918303545643
"128" 1125.67294351075 0.244257343375244
"129" 1134.1897099576 0.247792968955306
"130" 1135.73471302841 0.248183856200719
"131" 1144.78610062116 0.251719947755561
"132" 1144.84411254062 0.251719947755561
"133" 1144.92342094381 0.251719947755561
"134" 1149.97838876639 0.253690542540198
"135" 1153.43535647986 0.255259892849323
"136" 1153.61771761912 0.255259892849323
"137" 1164.48105138943 0.25961086012826
"138" 1170.3115468332 0.261974772512765
"139" 1172.28537723898 0.262763617291677
"140" 1174.71306596901 0.263562820626612
"141" 1175.266084912 0.26396183935417
"142" 1182.88930076801 0.266743721438085
