"x" "densidad"
"1" 10 1.09066114356683e-05
"2" 45.9197324414716 1.59800010865541e-05
"3" 81.8394648829431 2.26137988398552e-05
"4" 117.759197324415 3.09912554956369e-05
"5" 153.678929765886 4.12340412420647e-05
"6" 189.598662207358 5.33867455194572e-05
"7" 225.518394648829 6.74083094857076e-05
"8" 261.438127090301 8.31712971457922e-05
"9" 297.357859531773 0.000100468751301872
"10" 333.277591973244 0.000119027396651141
"11" 369.197324414716 0.00013852529271965
"12" 405.117056856187 0.000158611757941206
"13" 441.036789297659 0.000178927453923931
"14" 476.95652173913 0.000199122850695954
"15" 512.876254180602 0.000218873780286923
"16" 548.795986622074 0.000237893321438767
"17" 584.715719063545 0.000255939757958463
"18" 620.635451505017 0.000272820762043674
"19" 656.555183946488 0.000288394245916373
"20" 692.47491638796 0.000302566498295473
"21" 728.394648829432 0.000315288290963215
"22" 764.314381270903 0.000326549628010197
"23" 800.234113712375 0.000336373741869056
"24" 836.153846153846 0.000344810839763172
"25" 872.073578595318 0.000351931991235501
"26" 907.993311036789 0.000357823436355861
"27" 943.913043478261 0.00036258149435134
"28" 979.832775919733 0.000366308168795063
"29" 1015.7525083612 0.00036910747985851
"30" 1051.67224080268 0.000371082505944177
"31" 1087.59197324415 0.00037233308434794
"32" 1123.51170568562 0.000372954100851835
"33" 1159.43143812709 0.000373034288542298
"34" 1195.35117056856 0.000372655454049493
"35" 1231.27090301003 0.000371892052514277
"36" 1267.19063545151 0.000370811039013981
"37" 1303.11036789298 0.000369471932442489
"38" 1339.03010033445 0.000367927036851557
"39" 1374.94983277592 0.000366221774254168
"40" 1410.86956521739 0.000364395091368084
"41" 1446.78929765886 0.00036247991044592
"42" 1482.70903010033 0.000360503601052149
"43" 1518.62876254181 0.000358488455372845
"44" 1554.54849498328 0.000356452154411493
"45" 1590.46822742475 0.000354408216309567
"46" 1626.38795986622 0.000352366421131073
"47" 1662.30769230769 0.000350333208871436
"48" 1698.22742474916 0.00034831204929728
"49" 1734.14715719064 0.000346303783592648
"50" 1770.06688963211 0.00034430693876734
"51" 1805.98662207358 0.000342318016450157
"52" 1841.90635451505 0.000340331758110532
