175 7e-05
225 0.00014
275 0.00013
325 0.00017
375 0.00012
425 0.00018
475 3e-04
525 2e-04
575 0.00024
625 0.00022
675 0.00027
725 3e-04
775 3e-04
825 0.00031
875 0.00031
925 0.00031
975 4e-04
1025 0.00034
1075 0.00034
1125 0.00036
1175 4e-04
1225 4e-04
1275 0.00045
1325 0.00038
1375 0.00038
1425 0.00039
1475 4e-04
1525 4e-04
1575 0.00048
1625 0.00034
1675 0.00024
1725 0.00043
1775 5e-04
1825 0.00033
1875 0.00036
1925 0.00032
1975 0.00037
2025 4e-04
2075 5e-04
2125 0.00045
2175 4e-04
2225 0.00037
2275 0.00026
2325 0.00015
2375 0.00029
2425 0.00029
2475 0.00022
2525 2e-04
2575 0.00018
2625 0.00033
2675 2e-04
2725 0.00023
2775 0.00025
2825 0.00015
2875 0.00021
2925 0.00023
2975 0.00023
3025 0.00024
3075 0.00011
3125 2e-04
3175 0.00013
3225 0.00023
3275 0.00015
3325 8e-05
3375 7e-05
3425 0.00013
3475 9e-05
3525 6e-05
3575 5e-05
3625 0.00015
3675 7e-05
3725 6e-05
3775 9e-05
3825 4e-05
3875 6e-05
3925 5e-05
3975 4e-05
4025 8e-05
4075 7e-05
4125 2e-05
4175 3e-05
4225 3e-05
4275 8e-05
4325 4e-05
4375 4e-05
4425 5e-05
4475 6e-05
4525 0
4575 3e-05
4625 1e-05
4675 2e-05
4725 2e-05
4775 1e-05
4825 0
4875 2e-05
4925 0
4975 2e-05
5025 4e-05
5075 0
5125 0
5175 1e-05
5225 1e-05
5275 1e-05
5325 2e-05
5375 0
5425 0
5475 2e-05
5525 0
5575 0
5625 1e-05
5675 0
5725 0
5775 1e-05
5825 0
5875 0
5925 0
5975 0
6025 0
6075 0
6125 0
6175 0
6225 0
6275 0
6325 0
6375 0
6425 1e-05
6475 0
6525 0
6575 0
6625 0
6675 0
6725 1e-05
