175 2e-04
225 0
275 2e-04
325 2e-04
375 0
425 2e-04
475 0
525 2e-04
575 6e-04
625 2e-04
675 0
725 0
775 4e-04
825 4e-04
875 6e-04
925 4e-04
975 4e-04
1025 2e-04
1075 2e-04
1125 6e-04
1175 4e-04
1225 2e-04
1275 6e-04
1325 0
1375 2e-04
1425 4e-04
1475 4e-04
1525 2e-04
1575 0
1625 2e-04
1675 2e-04
1725 4e-04
1775 6e-04
1825 6e-04
1875 8e-04
1925 2e-04
1975 2e-04
2025 0
2075 8e-04
2125 8e-04
2175 4e-04
2225 2e-04
2275 2e-04
2325 8e-04
2375 2e-04
2425 2e-04
2475 2e-04
2525 2e-04
2575 2e-04
2625 4e-04
2675 2e-04
2725 4e-04
2775 0
2825 2e-04
2875 0
2925 0
2975 0
3025 0
3075 4e-04
3125 4e-04
3175 0
3225 2e-04
3275 0
3325 2e-04
3375 0
3425 6e-04
3475 2e-04
3525 0
3575 4e-04
3625 2e-04
3675 0
3725 0
3775 0
3825 0
3875 4e-04
3925 2e-04
3975 2e-04
4025 2e-04
4075 0
4125 0
4175 0
4225 0
4275 0
4325 2e-04
4375 0
4425 0
4475 0
4525 0
4575 0
4625 0
4675 2e-04
