175 8e-05
225 0.00012
275 2e-04
325 0.00016
375 0.00012
425 0.00016
475 0.00016
525 0.00012
575 0.00024
625 0.00016
675 2e-04
725 0.00028
775 0.00036
825 0.00032
875 0.00028
925 0.00068
975 4e-04
1025 4e-04
1075 0.00036
1125 0.00056
1175 0.00044
1225 0.00032
1275 0.00056
1325 0.00036
1375 0.00052
1425 0.00056
1475 0.00036
1525 0.00024
1575 6e-04
1625 0.00036
1675 0.00052
1725 4e-04
1775 0.00016
1825 0.00036
1875 0.00028
1925 0.00024
1975 0.00028
2025 0.00036
2075 0.00036
2125 4e-04
2175 0.00016
2225 0.00048
2275 0.00036
2325 0.00036
2375 0.00012
2425 8e-05
2475 0.00028
2525 0.00024
2575 4e-04
2625 0.00012
2675 0.00024
2725 0.00016
2775 0.00028
2825 0
2875 0.00016
2925 0.00024
2975 0.00016
3025 0.00016
3075 0.00032
3125 4e-05
3175 0.00016
3225 0.00012
3275 0.00024
3325 0.00012
3375 8e-05
3425 2e-04
3475 2e-04
3525 0
3575 4e-05
3625 8e-05
3675 8e-05
3725 0.00012
3775 8e-05
3825 4e-05
3875 0.00016
3925 0.00012
3975 4e-05
4025 0.00012
4075 8e-05
4125 8e-05
4175 0
4225 0
4275 4e-05
4325 8e-05
4375 0
4425 0
4475 0
4525 4e-05
4575 0
4625 0
4675 4e-05
4725 4e-05
4775 0
4825 0
4875 4e-05
4925 4e-05
4975 0
5025 0
5075 0
5125 0
5175 0
5225 4e-05
5275 0
5325 0
5375 0
5425 0
5475 0
5525 0
5575 0
5625 8e-05
