"x" "F"
"1" 179.555210517101 0.00908120073437945
"2" 191.657717243916 0.00998127032511486
"3" 218.763971134596 0.0121560231732705
"4" 232.622527184029 0.0133648317818446
"5" 233.091851661613 0.0134534029170091
"6" 263.851193988441 0.0162481896597106
"7" 275.739125386137 0.0174423929350923
"8" 281.585894611354 0.0180554401845042
"9" 286.30554059246 0.0185758911807459
"10" 287.43008820127 0.0186799314195754
"11" 314.151072347232 0.0216324431940564
"12" 322.235443948139 0.0225523663955706
"13" 341.663097243733 0.0248197394701398
"14" 346.309730417342 0.0254366199277172
"15" 350.780460952721 0.0259332386188021
"16" 380.107711744499 0.0298422397295521
"17" 392.194916343428 0.0314891002789764
"18" 403.420130717561 0.0330408933749458
"19" 417.936669373067 0.035076149001273
"20" 424.28446503774 0.0361159211967598
"21" 446.457374233095 0.0394989403735086
"22" 450.327049447346 0.0401341255045243
"23" 453.120195624569 0.040610301237482
"24" 459.217597779059 0.0415760972170438
"25" 472.329643510897 0.0437054115511227
"26" 525.353983030528 0.052997334935443
"27" 540.606499211423 0.0558011127717672
"28" 542.81446209733 0.0561801579494065
"29" 553.87972977549 0.0582898712969007
"30" 567.539798443023 0.0610388166332495
"31" 569.836976749472 0.0614350757565537
"32" 574.406298482932 0.0624386868414708
"33" 576.662487258716 0.0628415794838007
"34" 591.041585103406 0.0659046293917767
"35" 611.201370220595 0.0701080117418573
"36" 620.052777555467 0.072038496090162
"37" 621.974118612807 0.0722549797804998
"38" 643.727456880669 0.077095323559565
"39" 668.385678375678 0.082792068175759
"40" 675.144044143531 0.0844177821669875
"41" 675.549498808876 0.0844177821669875
"42" 680.699697349984 0.0855931892840252
"43" 694.14906343229 0.0889129670395162
"44" 706.675726551306 0.0918152188561314
"45" 709.463129451824 0.092548578948586
"46" 716.493260335235 0.0942652870339643
"47" 717.071641706875 0.0945131699176768
"48" 720.849288812545 0.0952553055396518
"49" 731.325932329286 0.0980002574215186
"50" 736.081489727695 0.0992614245629977
"51" 751.831675575517 0.103088037994507
"52" 758.522888426359 0.104891902122113
"53" 763.314203557109 0.106191546898185
"54" 770.567124106153 0.108026927696599
"55" 777.792893650918 0.109867294768339
"56" 780.217196657275 0.110668878646286
"57" 782.219625198157 0.111201904856018
"58" 792.795049426682 0.113878478903841
"59" 792.938166006937 0.113878478903841
"60" 802.886499663984 0.11658313071143
"61" 812.020693134016 0.119316106894639
"62" 822.375236787572 0.122077674782504
"63" 824.945413477558 0.122637343875375
"64" 826.358273439701 0.12319590509604
"65" 832.632569563489 0.124864854920204
"66" 842.457535728477 0.127684290269333
"67" 846.263576026286 0.1288215050537
"68" 868.615099923171 0.135131456205224
"69" 869.394940749052 0.135424171838204
"70" 872.374033796651 0.136300569235023
"71" 876.646647321199 0.137464953340083
"72" 891.303427576595 0.141865752023311
"73" 894.253346118599 0.142759305648499
"74" 896.060330743849 0.143355731703193
"75" 903.196259906625 0.145433855171188
"76" 905.340510843238 0.146035070355811
"77" 911.184164835424 0.147841584433029
"78" 912.05727673163 0.148141615202205
"79" 914.040461622635 0.148740775555482
"80" 914.348614205382 0.148740775555482
"81" 919.440381467314 0.150250442741929
"82" 922.158688921164 0.151162855613695
"83" 927.483376857777 0.152677404544758
"84" 930.598981412028 0.153592826076027
"85" 936.941277676479 0.155436093831957
"86" 938.56622112014 0.156048024292984
"87" 945.750686591518 0.15820452757056
"88" 945.96275166108 0.15820452757056
"89" 947.017194905501 0.158824872274429
"90" 948.014113078982 0.159134566886534
"91" 948.107247075226 0.159134566886534
"92" 951.369468136974 0.160061772096369
"93" 952.39765921001 0.160370224035377
"94" 960.968024576742 0.162865293902652
"95" 969.998441337172 0.165678692050292
"96" 972.190120002372 0.166628572851576
"97" 980.432079566092 0.169147650329332
"98" 982.735331473303 0.169785010511498
"99" 990.804013742984 0.172336070042434
"100" 994.065037189067 0.173603902248743
"101" 998.145732674651 0.1748919498955
"102" 1002.97967043126 0.176178510319573
"103" 1005.07373725955 0.177139982295119
"104" 1008.29729348798 0.17810224330932
"105" 1012.43277396026 0.179405062877206
"106" 1014.48297741176 0.18005455646034
"107" 1016.21041092548 0.180702755841951
"108" 1043.38386407031 0.189539507936248
"109" 1043.9320291474 0.189539507936248
"110" 1046.56389833144 0.190527196277621
"111" 1048.39913862746 0.191183996411993
"112" 1054.54815720824 0.193180303638536
"113" 1058.43260297502 0.194512038965689
"114" 1059.27041368411 0.194844135790568
"115" 1064.86023909284 0.196499618245988
"116" 1067.82263536497 0.197507853812427
"117" 1074.84911892739 0.199857553801808
"118" 1075.26361939635 0.20019187912427
"119" 1078.03308960573 0.201192842508752
"120" 1085.59303613046 0.20356637025789
"121" 1103.78496932586 0.209676698132236
"122" 1104.19752891086 0.210016564179446
"123" 1108.45795721604 0.21137266382681
"124" 1108.71928279657 0.21137266382681
"125" 1109.99201467535 0.211714741516166
"126" 1112.44778733713 0.212750580288867
"127" 1119.34417903537 0.215155514622802
"128" 1125.67294351075 0.217215291245529
"129" 1134.1897099576 0.220334730574452
"130" 1135.73471302841 0.220679604391926
"131" 1144.78610062116 0.223803600633005
"132" 1144.84411254062 0.223803600633005
"133" 1144.92342094381 0.223803600633005
"134" 1149.97838876639 0.225546821761286
"135" 1153.43535647986 0.226935091718758
"136" 1153.61771761912 0.226935091718758
"137" 1164.48105138943 0.230792148161029
"138" 1170.3115468332 0.232888993740299
"139" 1172.28537723898 0.233589213400471
"140" 1174.71306596901 0.234300112406506
"141" 1175.266084912 0.234655043447298
"142" 1182.88930076801 0.237129560121569
